x,y,angle,k1,k2,x_head,y_head,theta_head,x_tail,y_tail,theta_tail,w1_x,w1_y,w2_x,w2_y,w3_x,w3_y,w4_x,w4_y,time,path_x,path_y,state1,state2,state3
-0.1689515774893816,-0.44222568450165645,-0.12007133432457259,1.9158079316269283,1.5078901517175642,-0.3011074992947323,-0.43364659215211615,6.01559676211974,-0.03922642467384835,-0.46820521164690954,6.279221514537266,-0.32953853752964724,-0.4287200101581987,-0.2996825485719519,-0.46489831751713934,-0.013110933270875511,-0.4664905705713568,-0.05086038760297611,-0.49383976978502026,12:43:55,-0.05351421630249689,-0.4130517196580104,,,
-0.16728842617825482,-0.4419818741104698,-0.1331231332446498,1.9158079316269283,1.5078901517175642,-0.2993211223895549,-0.43167868892634054,6.002544963199663,-0.037913392447830416,-0.4696522870267232,6.266169715617189,-0.32762881016477785,-0.4263754113859403,-0.29825236136507255,-0.46294417204197424,-0.011726640708782023,-0.468314215659134,-0.049833364308875853,-0.49516337982612535,12:43:55,-0.04351421630249691,-0.4087221225665235,,,
-0.16567518462466965,-0.4417453789972293,-0.14604403542802058,1.9158079316269283,1.5078901517175642,-0.2975637368351839,-0.42973711977374657,5.9896240610162925,-0.03666846705697192,-0.4710850778046929,6.253248813433818,-0.3257452750513632,-0.4240619864833243,-0.29684860290715337,-0.4610110370663914,-0.010417373394176626,-0.4701201932150855,-0.04887127125325396,-0.49646972337111767,12:43:55,-0.0335142163024969,-0.4042086229548166,,,
-0.16411037091502328,-0.44151601446783345,-0.1588358714191403,1.9158079316269283,1.5078901517175642,-0.2958345292469514,-0.4278216869739753,5.976832225025173,-0.03548950633679088,-0.4725035006332584,6.240456977442698,-0.3238872718464594,-0.42177963873323165,-0.2954704135986664,-0.4590989657277641,-0.009180788799503011,-0.4719082084224389,-0.04797192699815613,-0.49775869385797755,12:43:55,-0.023514216302496893,-0.3995327505042042,,,
-0.1625924738002662,-0.44129346394630087,-0.1714998268870744,1.9158079316269283,1.5078901517175642,-0.29413264987375354,-0.4259321302698306,5.964168269557239,-0.03437433657489422,-0.47390727068761956,6.227793021974764,-0.3220541225971473,-0.4195281398106462,-0.2941169589492967,-0.45720790742289685,-0.008014606032440405,-0.4736781721899084,-0.04713323670861736,-0.499030346337718,12:43:55,-0.013514216302496912,-0.3947169813999924,,,
-0.160820083165149,-0.44099254267739846,-0.1838110342336665,1.9158079316269283,1.5078901517175642,-0.29216117908002215,-0.4240129956385639,5.951857062210646,-0.03301316775557364,-0.4751823580789775,6.2154818146281725,-0.320245114453721,-0.41730721325226194,-0.29278735314260734,-0.4553377449837788,-0.0069165149858807125,-0.47542977966490135,-0.04635305908657606,-0.5002845375473253,12:43:55,-0.003514216302496903,-0.3897846604516646,,,
-0.1591009236542089,-0.4407006493735893,-0.19599921489970337,1.9158079316269283,1.5078901517175642,-0.290225319551977,-0.4221215941174876,5.939668881544609,-0.0317202024273819,-0.4764456205365067,6.203293633962136,-0.31816548434686637,-0.41506726438903613,-0.29117799377311854,-0.45343294374613696,-0.005576170424207754,-0.47704278207329204,-0.045315710294694875,-0.5014101572064894,12:43:55,0.006485783697503106,-0.38475991999353476,,,
-0.15743333868072337,-0.4404175025816782,-0.20806535128586856,1.9158079316269283,1.5078901517175642,-0.288324017410942,-0.4202576733337263,5.9276027451584445,-0.03049318335745665,-0.47769682755155024,6.19122749757597,-0.3161186638610388,-0.41285958998812244,-0.28960077403606405,-0.4515513400032161,-0.004307917600100197,-0.4786403051489241,-0.04434149243544469,-0.502521529696733,12:43:55,0.016485783697503087,-0.3796675958136049,,,
-0.1558157576680515,-0.4401428377307562,-0.22001081048684398,1.9158079316269283,1.5078901517175642,-0.28645628516175764,-0.4184209347310165,5.915657285957469,-0.02932996710089374,-0.4789358253484366,6.1792820383749945,-0.3141037229222977,-0.4106839183886813,-0.288054612069833,-0.449692812551372,-0.0031093747271015403,-0.48022210474348165,-0.043428182441124896,-0.5036185520062524,12:43:55,0.026485783697503096,-0.37453314036779,,,
-0.15424672184099472,-0.439876446744694,-0.23183704026856425,1.9158079316269283,1.5078901517175642,-0.28462123153981506,-0.41661111385311256,5.903831056175749,-0.02822854039533803,-0.4801625367613978,6.1674558085932745,-0.3121197912110943,-0.40853991973984977,-0.2865385069340867,-0.4478571919587986,-0.001978277078103642,-0.4817880267608906,-0.042573682860004826,-0.5047011895587844,12:43:55,0.036485783697503105,-0.36938253354536926,,,
-0.1527247290434115,-0.43961801316881144,-0.24354483716057296,1.9158079316269283,1.5078901517175642,-0.2828179238943866,-0.41482791136930025,5.89212325928374,-0.027186834897457348,-0.4813767037266299,6.155748011701266,-0.31016609053490724,-0.40642729438687797,-0.28505155938974175,-0.446044340280767,-0.0009124930530143467,-0.48333799855331583,-0.0417760300490175,-0.5057694796496742,12:43:55,0.046485783697503086,-0.36424219125945245,,,
-0.15094841012036908,-0.43927357908654024,-0.254902039569401,1.9158079316269283,1.5078901517175642,-0.280751674806761,-0.413007613075019,5.880766056874911,-0.025892863911249255,-0.4824553051525871,6.144390809292438,-0.30824180479447866,-0.40434572266760566,-0.283592812616046,-0.44425408250094844,9.01635143266237e-05,-0.48487175131479443,-0.041033190104881864,-0.5068232839972641,12:43:55,0.056485783697503095,-0.359138872143406,,,
-0.14922537920723253,-0.4389394844268246,-0.26614590973914654,1.9158079316269283,1.5078901517175642,-0.2787251139271942,-0.411215718426812,5.869522186705166,-0.024663257455731023,-0.48352455960303736,6.1331469391226925,-0.306054870282008,-0.40223736243998554,-0.28186070535124563,-0.4424230860654606,0.0013426822337853361,-0.4862599110693269,-0.04002732188487971,-0.5077429918358659,12:43:55,0.0664857836975031,-0.3540995826405262,,,
-0.14755407155219322,-0.43861542057834957,-0.2772771279632249,1.9158079316269283,1.5078901517175642,-0.27673719066958996,-0.4094519120640371,5.858390968481088,-0.02349594254751667,-0.48458423317519017,6.122015720898614,-0.3039056131977048,-0.4001616487469242,-0.2801648111583415,-0.44061686248418885,0.0025277894920998425,-0.487635151516723,-0.03908114744197598,-0.5086517251484095,12:43:55,0.07648578369750311,-0.34915148077977276,,,
-0.14593288012637862,-0.4383010799490857,-0.28829697940004256,1.9158079316269283,1.5078901517175642,-0.2747867844830997,-0.40771579221473714,5.84737111704427,-0.022388842909658962,-0.48563417589577196,6.110995869461796,-0.3017930872527563,-0.3981182433546705,-0.2785040625017476,-0.4388352094271434,0.0036476649269693434,-0.4889972336591044,-0.03819262951289074,-0.5095493566926456,12:43:55,0.08648578369750312,-0.34432177893506066,,,
-0.14436030254316803,-0.43799620101337494,-0.2992068298792585,1.9158079316269283,1.5078901517175642,-0.2728728642717386,-0.4060069845221221,5.836461266565054,-0.021340004413543952,-0.48667430031688935,6.10008601898258,-0.29971626690602565,-0.39610670499286543,-0.27687734205258147,-0.43707783521328686,0.004704486835200226,-0.4903460208991999,-0.037359743906516224,-0.5104358315530522,12:43:55,0.09648578369750307,-0.33963764586943623,,,
-0.1428348935614337,-0.43770046686296155,-0.3100074782675683,1.9158079316269283,1.5078901517175642,-0.2709944620481541,-0.4043251241821513,5.8256606181767445,-0.02034751558027347,-0.4877044000983062,6.08928537059427,-0.297674212202261,-0.3941266166478021,-0.2752836265725865,-0.43534447291374845,0.005700308453004208,-0.491681443222698,-0.036580591451929025,-0.5113111529309188,12:43:55,0.10648578369750308,-0.3351261083684275,,,
-0.14135527830644817,-0.43741355421465516,-0.32070010812566585,1.9158079316269283,1.5078901517175642,-0.26915065708631136,-0.4026697827401134,5.814967988318647,-0.019409565753615528,-0.4887243161821638,6.078592740736173,-0.29566605022305603,-0.3921775838167918,-0.2737219414740056,-0.43363486413291774,0.006637140782689503,-0.4930032981887399,-0.035853302498557865,-0.5121752107110497,12:43:55,0.11648578369750309,-0.33081395276894643,,,
-0.13962002309149935,-0.4370332601566638,-0.33104361972409174,1.9158079316269283,1.5078901517175642,-0.26704919943633637,-0.4009695178405878,5.804624476720221,-0.01821155785649071,-0.4896026017255299,6.068249229137747,-0.2936909482167911,-0.3902591376629509,-0.27219137282274525,-0.4319486838091461,0.007516889938401796,-0.4943114428019772,-0.03517611860820259,-0.5130279334249429,12:43:55,0.1264857836975031,-0.3267276266913224,,,
-0.13793686744135789,-0.4366643981592618,-0.3412838517837673,1.9158079316269283,1.5078901517175642,-0.2649900679469721,-0.39929766515992027,5.794384244660545,-0.017073080588019943,-0.490474212609558,6.058008997078072,-0.2914598104550327,-0.3883057083942206,-0.2703925937664741,-0.430215401556988,0.008655667962906649,-0.4954679386101008,-0.03422864756511204,-0.5137418402650111,12:43:55,0.1364857836975031,-0.3228931412823629,,,
-0.13630420153968273,-0.4363065845386664,-0.3514214409855341,1.9158079316269283,1.5078901517175642,-0.2629720713265037,-0.39765378053387423,5.784246655458778,-0.015992117712408174,-0.4913388804097571,6.047871407876305,-0.28926972101873116,-0.38638455373334996,-0.26863276638250716,-0.428507778958188,0.009732675202335658,-0.49661436378911517,-0.0333365175933573,-0.5144481696624398,12:43:55,0.14648578369750312,-0.3193359742767599,,,
-0.13472048228766867,-0.43595948159324993,-0.3614577131486522,1.9158079316269283,1.5078901517175642,-0.2609940491576425,-0.3960373723842145,5.77421038329566,-0.014966767559616543,-0.4921964704221046,6.037835135713187,-0.2871195712135743,-0.38449519971359103,-0.26691069764445086,-0.426825465825053,0.010750015402284704,-0.4977504571640389,-0.03249775298767667,-0.5151467363434571,12:43:55,0.15648578369750313,-0.31608097418269393,,,
-0.13318429723970562,-0.4356228227663382,-0.3713937707408887,1.9158079316269283,1.5078901517175642,-0.2590549691173596,-0.39444804341256545,5.764274325703424,-0.013995258585843131,-0.49304689584089884,6.02789907812095,-0.2850082720238654,-0.38263710745655816,-0.26522524717274104,-0.4251680600409971,0.01170967149314392,-0.49887611109090985,-0.0317105096727702,-0.5158374750549075,12:43:55,0.16648578369750308,-0.31315226589513173,,,
-0.131694154558019,-0.43529627086350997,-0.3812303726185401,1.9158079316269283,1.5078901517175642,-0.2571537235607885,-0.39288536378286404,5.754437723825773,-0.013075730783972152,-0.4938899620347022,6.018062476243299,-0.2829348629750966,-0.38080983717628886,-0.2635753976988639,-0.423535252378699,0.012613495456488644,-0.499991261061327,-0.03097306870933566,-0.5165203694528429,12:43:55,0.1764857836975031,-0.31057315803707464,,,
-0.12994875712522377,-0.4348696920074887,-0.39072914834245165,1.9158079316269283,1.5078901517175642,-0.25499982062994225,-0.3912690038236682,5.744938948101861,-0.01189224454954825,-0.494587452700383,6.008563700519387,-0.2808983106920024,-0.37901292412834786,-0.2619600481288412,-0.4219267006003477,0.013463428099638707,-0.5010957267928982,-0.030283615029397786,-0.5171952987582089,12:43:55,0.1864857836975031,-0.3083660523248982,,,
-0.12825572328791449,-0.43445595783298113,-0.40013284166022367,1.9158079316269283,1.5078901517175642,-0.2528912562777561,-0.3896812729083276,5.735535254784089,-0.010765989740593533,-0.49528122901761246,5.999160007201615,-0.2786115673593794,-0.37717164888081056,-0.26008178136701476,-0.4202633769858328,0.014577272158080884,-0.5020449781119751,-0.029320721332933453,-0.5177282866743564,12:43:55,0.1964857836975031,-0.3065523552489421,,,
-0.12661350488331174,-0.4340546088172063,-0.4094424762838481,1.9158079316269283,1.5078901517175642,-0.25082680693924414,-0.3881215696609997,5.726225620160465,-0.00969511554658682,-0.49597101487093664,5.98985037257799,-0.27636939377934594,-0.37536250691902384,-0.25824564249372556,-0.4186265756058334,0.015632229384967,-0.5029873322480973,-0.02841130203301092,-0.5182571501983413,12:43:55,0.20648578369750312,-0.3051523923546722,,,
-0.12502052033207395,-0.4336653259910863,-0.41865933844386044,1.9158079316269283,1.5078901517175642,-0.24880519393488273,-0.38658939716530527,5.7170087580004525,-0.008677764001036165,-0.4966567075682606,5.980633510417978,-0.27417062647725693,-0.37358485444136724,-0.2564504274261808,-0.4170157713737812,0.016630219660529508,-0.5039225383874057,-0.02755355753274638,-0.518781671367999,12:43:55,0.21648578369750313,-0.3041853254030614,,,
-0.1234753047036525,-0.43328774693494937,-0.42778388213046287,1.9158079316269283,1.5078901517175642,-0.2468252849448111,-0.38508431481368144,5.70788421431385,-0.00771215116826336,-0.4973380661164049,5.971508966731376,-0.27201404094132287,-0.3718381456715622,-0.25469488566253046,-0.41543054019662906,0.017573165979595063,-0.5048505268945574,-0.026745687150368683,-0.5193017987155669,12:43:55,0.22648578369750308,-0.3036690726813352,,,
-0.12197648880119416,-0.43292146061866643,-0.43681698795373264,1.9158079316269283,1.5078901517175642,-0.24488601580051833,-0.38360577683991004,5.69885110849058,-0.0067966236396613325,-0.49801485325628764,5.962475860908106,-0.2698985692340372,-0.3701219101904749,-0.2529778901121313,-0.4138705172317682,0.018462922204252524,-0.5057710687811389,-0.025985945435871842,-0.5198173553192493,12:43:55,0.2364857836975031,-0.3036202327269258,,,
-0.12022265416627675,-0.4324491039547679,-0.4455259099031117,1.9158079316269283,1.5078901517175642,-0.24269803912692375,-0.382064894399539,5.690142186541201,-0.005614043013984431,-0.4985431078692461,5.953766938958727,-0.26782320359447487,-0.3684355620719916,-0.2512983952289261,-0.41233522845434456,0.01930120666685,-0.5066839508617215,-0.025272727405664334,-0.5203281584715149,12:43:55,0.2464857836975031,-0.30405401171839386,,,
-0.1185214233597497,-0.43199092372004066,-0.4541479321693267,1.9158079316269283,1.5078901517175642,-0.24055784758903065,-0.38055261450312644,5.681520164274986,-0.004486929054089695,-0.49907061671394765,5.945144916692512,-0.26550224254087723,-0.36669549926976786,-0.2493603747713672,-0.4107374123175869,0.020407300059563968,-0.5074391578156378,-0.0242837684985238,-0.5206946619982895,12:43:55,0.2564857836975031,-0.30498415477723284,,,
-0.11687122589051158,-0.43154653071674043,-0.4626837316723987,1.9158079316269283,1.5078901517175642,-0.23846414260504747,-0.3790684295828786,5.672984364771914,-0.0034134576861693574,-0.49959714377639003,5.93660911718944,-0.26322868975915575,-0.36498717473107767,-0.24746714762339528,-0.4091666245862156,0.021456745831257767,-0.5081906898191038,-0.02334694942264834,-0.521060378688502,12:43:55,0.2664857836975031,-0.3064228814138942,,,
-0.11527053356486557,-0.43111546129747663,-0.47113406558192705,1.9158079316269283,1.5078901517175642,-0.23641565674324,-0.3776117453156835,5.664534030862386,-0.0023918597999426326,-0.5001223893031232,5.928158783279912,-0.2610012970231701,-0.36331004544193013,-0.24561743142271278,-0.40762242158209067,0.022451425908325308,-0.508938331957946,-0.022460488909594997,-0.5214251212725725,12:43:55,0.2764857836975031,-0.3083808253400906,,,
-0.11371785996846139,-0.4306973193496944,-0.47950004061830837,1.9158079316269283,1.5078901517175642,-0.23441113819501175,-0.376181990453205,5.656168055826004,-0.0014204398464069314,-0.5006461616391507,5.91979280824353,-0.25881884447493253,-0.36166347959622225,-0.243809978056055,-0.4061042708675339,0.023393165098589984,-0.5096818082698834,-0.02162266247401956,-0.5217886355980105,12:43:55,0.2864857836975031,-0.3108669788574798,,,
-0.11221172302037159,-0.4302917347704767,-0.48778245269651815,1.9158079316269283,1.5078901517175642,-0.2324493483344442,-0.37477865565756324,5.647885643747794,-0.0004974930977251785,-0.5011682607610648,5.911510396165321,-0.25668012070037244,-0.360046860513352,-0.242043565723727,-0.40461165893560047,0.024283709788842006,-0.5104209604365035,-0.020831826708175752,-0.5221507671947694,12:43:55,0.2964857836975031,-0.3138886420202268,,,
-0.11075079402747763,-0.42989829878046015,-0.49598161186149525,1.9158079316269283,1.5078901517175642,-0.23052922233259102,-0.37340124924227014,5.639686484582818,0.00037855944750026134,-0.5016883948936276,5.903311237000343,-0.25458393076923114,-0.3584596403552351,-0.24031697761621731,-0.40314413484414824,0.02512481692542272,-0.5111556142181972,-0.020086322137202572,-0.5225113574637958,12:43:55,0.3064857836975031,-0.3174513767557395,,,
-0.10903366456782515,-0.4293929243481085,-0.5038674951431964,1.9158079316269283,1.5078901517175642,-0.2283628440316531,-0.37195308258079984,5.631800601301117,0.0015261110647902254,-0.5020571322896401,5.895425353718642,-0.25252926005477605,-0.3569012995386366,-0.23862915763320847,-0.40170126776038795,0.02591812124693009,-0.5118854916909079,-0.0193846046405209,-0.5228701640650153,12:43:55,0.31648578369750313,-0.32155896611408435,,,
-0.10736807468983385,-0.42890267414685035,-0.5116743846193966,1.9158079316269283,1.5078901517175642,-0.22624519582201738,-0.37053300252632426,5.623993711824916,0.00262105610975002,-0.5024277869291944,5.887618464242442,-0.2502320823685804,-0.35528015798543655,-0.23668569580746232,-0.4001883466723204,0.026984466470275203,-0.5124553119403297,-0.01840347374707194,-0.5230823944574894,12:43:55,0.32648578369750314,-0.3262133788022686,,,
-0.10575249863151187,-0.4284271600647106,-0.519403037038021,1.9158079316269283,1.5078901517175642,-0.22417495498050063,-0.36914048090289764,5.616265059406292,0.0036651028616651316,-0.5028001362535436,5.879889811823817,-0.24798360536700026,-0.3536898570227493,-0.23478822131750798,-0.39870243126358124,0.027997459092625618,-0.5130243982578553,-0.01747206160639673,-0.5232968218959836,12:43:55,0.33648578369750315,-0.33141473914475716,,,
-0.10418531403368339,-0.4279659147500087,-0.5270545159285667,1.9158079316269283,1.5078901517175642,-0.22215067752278214,-0.36777487296928596,5.608613580515746,0.004660026836605973,-0.5031739121607557,5.872238332933272,-0.24578254176733225,-0.35212983149584853,-0.23293543488712315,-0.39724304291787527,0.02895885124533753,-0.5135925545508239,-0.016588702667612233,-0.5235132567712786,12:43:55,0.34648578369750316,-0.3371613025963125,,,
-0.10266518554485451,-0.4275184730547123,-0.5346294768629206,1.9158079316269283,1.5078901517175642,-0.22017122419215723,-0.36643558367329465,5.601038619581392,0.005607340371591432,-0.5035488040771204,5.864663371998918,-0.24362747644836924,-0.35059939312417243,-0.23112592505085333,-0.39580958238118913,0.029870457655981265,-0.5141595472312235,-0.015751670272705725,-0.5237314563019637,12:43:55,0.35648578369750317,-0.3434494369175501,,,
-0.10119069307943176,-0.4270844653904629,-0.5421284947417171,1.9158079316269283,1.5078901517175642,-0.21823537036399476,-0.365122121881551,5.593539601702596,0.006508641016062751,-0.5039245886275546,5.857164354120122,-0.24151730460633905,-0.34909791223358616,-0.22935857401917814,-0.394401502273547,0.030733832946067408,-0.5147250901733513,-0.014959492233144257,-0.5239511420953178,12:43:55,0.3664857836975032,-0.35027360910753214,,,
-0.09946040808262747,-0.4265335988920967,-0.549333033922712,1.9158079316269283,1.5078901517175642,-0.21605564148610437,-0.36372961779732327,5.5863350625216,0.007682538047837183,-0.5041476452895675,5.849959814939127,-0.2394508362901703,-0.3476248647955022,-0.22763217682368564,-0.393018358695127,0.0315506167125808,-0.5152889827255697,-0.014210609364295284,-0.5241721233830757,12:43:55,0.3764857836975032,-0.3576263781713212,,,
-0.09778204509474482,-0.4259992872000546,-0.5564654838841403,1.9158079316269283,1.5078901517175642,-0.21392637034905063,-0.362365300958535,5.579202612560173,0.008804602159080917,-0.5043755446438298,5.8428273649776985,-0.23714449823249018,-0.3460799684769991,-0.2256531818668994,-0.39155743155692374,0.0326419893262188,-0.5156921587865536,-0.01318204751004034,-0.5242453832094929,12:43:55,0.3864857836975031,-0.3654983937837245,,,
-0.0961540364641674,-0.42548098174231036,-0.5635266839606572,1.9158079316269283,1.5078901517175642,-0.21184613764620336,-0.361028470403733,5.5721414124836555,0.009876527730444075,-0.5046079086400281,5.835766164901181,-0.23488880650993052,-0.3445656866312234,-0.22372214541493532,-0.3901239534989338,0.03368107860680619,-0.5160977850246516,-0.012202797585766527,-0.5243239570107372,12:43:55,0.3964857836975031,-0.37387840089353874,,,
-0.09457485065728613,-0.42497821492136667,-0.5705171694641724,1.9158079316269283,1.5078901517175642,-0.2098135744177275,-0.35971854100378886,5.565150926980141,0.010899991725620865,-0.5048444075688525,5.828775679397666,-0.2326823656164078,-0.3430812810980598,-0.22183767627234396,-0.38871726156337627,0.03466961160656676,-0.516505513101076,-0.011271206856740651,-0.5244074874696394,12:43:55,0.4064857836975031,-0.3827532502954731,,,
-0.09304304081365587,-0.4244905228915767,-0.5774375531973478,1.9158079316269283,1.5078901517175642,-0.20782738671428694,-0.35843492184270137,5.558230543246965,0.011876575605219182,-0.5050847236396486,5.821855295664491,-0.2305238347443307,-0.3416261360446817,-0.2199984254339498,-0.38733681049659663,0.03560930046965282,-0.5169150356134948,-0.010385633693203803,-0.5244956709004932,12:43:55,0.4164857836975031,-0.392107915179669,,,
-0.09155715848935245,-0.4240174606411587,-0.5842891015363881,1.9158079316269283,1.5078901517175642,-0.20588623059606342,-0.3571769656924947,5.551378994907925,0.01280780453895567,-0.5053286259003302,5.81500374732545,-0.22841194573238396,-0.34019962831530015,-0.21820312134386927,-0.3859820474803516,0.03650175995486413,-0.517326059177326,-0.009544533310728442,-0.5245882128867323,12:43:55,0.4264857836975031,-0.40192551365136137,,,
-0.0901158493046077,-0.4235585681733519,-0.5910719026685425,1.9158079316269283,1.5078901517175642,-0.20398892917886086,-0.35594414535014174,5.54459619377577,0.013695199770347864,-0.5055757443845674,5.8082209461932965,-0.22634536744066097,-0.3388010651819338,-0.21645046067505067,-0.38465235545930637,0.03734853944608715,-0.5177383934331207,-0.008746429639597826,-0.5246848907511757,12:43:55,0.4364857836975031,-0.4121873371958056,,,
